15.3,1,2.77882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.3,1,2.77882,0.0349274,8.7057e-07,5.66754e-10,4.74693e-09,2.41453e-07,2.90525e-14,5.11105e-07,4.93745e-14,2.80753e-07,0.00144913
3.3,1,2.77882,0.0900776,1.47888e-05,7.82114e-09,-7.2956e-08,2.61464e-07,-5.00951e-13,-1.51826e-06,1.83344e-12,5.09205e-08,0.00133822
3.28571,1,2.77882,0.0908779,1.5335e-05,8.60998e-09,2.71053e-07,6.10031e-06,-8.40816e-11,2.9767e-05,-1.89788e-10,3.46944e-07,0.00144955
3.27143,1,2.77882,0.0916732,1.5743e-05,-5.33891e-10,7.88763e-08,6.22054e-06,4.42666e-11,3.06439e-05,1.30421e-10,1.0826e-07,0.00144968
3.25714,1,2.77882,0.0924637,1.59971e-05,4.7455e-09,5.58805e-09,2.92823e-07,-1.93229e-11,-1.74056e-06,3.77473e-11,-1.43966e-09,0.00133835
3.24286,1,2.77882,0.0932959,1.65943e-05,8.62254e-09,1.79236e-07,6.51552e-06,2.90019e-11,3.26429e-05,4.94382e-12,-1.43301e-07,0.00144917
3.22857,1,2.77882,0.0941077,1.68627e-05,-7.1568e-09,5.93378e-08,3.14841e-07,-1.22189e-11,-1.91094e-06,2.42691e-11,-1.86909e-08,0.00133807
3.21429,1,2.77882,0.0949458,1.73163e-05,1.85325e-08,-1.42886e-07,3.2458e-07,-3.48802e-11,-1.97188e-06,6.83763e-11,3.07094e-07,0.00133808
3.2,1,2.77882,0.0958118,1.79735e-05,1.84582e-08,-2.71077e-07,6.97203e-06,8.22341e-11,3.59658e-05,1.83516e-10,-8.21992e-09,0.00144953
3.18571,1,2.77882,0.0966567,1.82714e-05,-1.02145e-09,-4.32644e-09,3.46173e-07,-8.51669e-12,-2.123e-06,1.89495e-11,-2.38684e-07,0.00133811
3.17143,1,2.77882,0.0975457,1.89674e-05,-1.34062e-10,8.02462e-09,7.29946e-06,-9.24838e-11,3.84008e-05,-2.68416e-10,1.09246e-07,0.00144934
3.15714,1,2.77882,0.0984307,1.94883e-05,-1.16533e-09,-3.51805e-07,7.45388e-06,6.64625e-11,3.95618e-05,1.79031e-10,-9.69307e-09,0.00144955
3.14286,1,2.77882,0.0993102,1.98189e-05,7.56687e-10,-3.01293e-08,3.87373e-07,1.14537e-11,-2.44018e-06,-2.61807e-11,9.59842e-08,0.00133801
3.12857,1,2.77882,0.100237,2.05815e-05,4.51872e-09,5.34857e-08,7.78234e-06,6.81394e-11,4.22412e-05,5.41193e-11,-2.94593e-08,0.00144939
3.11429,1,2.77882,0.101141,2.09352e-05,-2.83299e-09,3.56201e-08,4.09764e-07,2.09945e-11,-2.60496e-06,-4.64242e-11,-5.58156e-08,0.00133833
3.1,1,2.77882,0.102076,2.15193e-05,-2.47222e-08,2.32981e-07,4.32802e-07,8.83053e-12,-2.80261e-06,-1.05474e-11,-2.69209e-07,0.00133787
3.08571,1,2.77882,0.103041,2.23561e-05,-1.13545e-08,3.54461e-07,8.32798e-06,1.0596e-11,4.64784e-05,-5.48527e-11,7.84331e-08,0.00144928
3.07143,1,2.77882,0.103983,2.27467e-05,-1.43765e-09,5.15919e-08,4.61441e-07,-1.46988e-11,-3.02739e-06,3.03577e-11,4.21103e-08,0.00133809
3.05714,1,2.77882,0.104976,2.36415e-05,1.76811e-08,2.16253e-08,8.69787e-06,-6.2007e-11,4.94952e-05,-1.75072e-10,2.91419e-08,0.00144922
3.04286,1,2.77882,0.105963,2.43125e-05,-2.44104e-08,4.20544e-07,8.88426e-06,-5.76778e-11,5.12142e-05,-1.58969e-10,1.04648e-07,0.00144965
3.02857,1,2.77882,0.106947,2.47477e-05,-4.81977e-09,1.39567e-07,5.09476e-07,3.12486e-12,-3.41615e-06,-1.10602e-11,-1.50123e-07,0.00133826
3.01429,1,2.77882,0.107981,2.57293e-05,-1.51995e-08,-3.37573e-07,9.30921e-06,1.99338e-10,5.47262e-05,4.19427e-10,2.49402e-07,0.00144972
3,1,2.77882,0.109012,2.64724e-05,1.83515e-08,1.49436e-07,9.53265e-06,-1.61237e-10,5.66808e-05,-2.78432e-10,1.14058e-09,0.0014496
2.98571,1,2.77882,0.11004,2.69612e-05,-2.35155e-09,-4.87104e-08,5.69003e-07,-7.7041e-12,-3.92585e-06,1.65091e-11,1.14833e-07,0.00133827
2.97143,1,2.77882,0.111119,2.80401e-05,1.99474e-08,2.26903e-07,9.95875e-06,-7.83617e-11,6.04983e-05,-2.84523e-10,2.18815e-08,0.00144964
2.95714,1,2.77882,0.112176,2.85604e-05,5.46196e-09,-7.87515e-08,6.009e-07,-2.81157e-12,-4.20304e-06,1.50406e-11,-1.09083e-07,0.00133847
2.94286,1,2.77882,0.113268,2.94013e-05,-6.522e-09,8.98548e-08,6.2967e-07,9.20824e-11,-4.45552e-06,-2.11481e-10,-5.94441e-08,0.00133812
2.92857,1,2.77882,0.114395,3.05907e-05,3.58719e-08,6.99437e-07,1.06368e-05,-6.34286e-11,6.67327e-05,-1.74639e-10,3.95537e-09,0.00144941
2.91429,1,2.77882,0.115499,3.11736e-05,1.20722e-08,-9.39047e-08,6.84122e-07,-7.38842e-11,-4.94584e-06,1.8439e-10,4.95873e-08,0.0013381
2.9,1,2.77882,0.11666,3.24452e-05,6.5563e-09,3.49391e-07,1.11303e-05,-1.17156e-10,7.14928e-05,-2.66912e-10,-9.81701e-08,0.00144961
2.8895,1.00672,2.77882,0.116726,3.2517e-05,0.000708034,0.00469072,7.74422e-06,-1.56954e-07,4.52688e-05,-6.02568e-07,1.18336e-07,0.0014451
