# name: node2pos 
# type: matrix 
# rows: 785
# columns: 4
1 1.77 -5.13016e-13 0
2 1.87553 0.715826 0
3 2.18316 1.37074 0
4 2.66669 1.90902 0
5 3.28499 2.28485 0
6 4.27891 2.70483 0
7 5.27284 3.12482 0
8 6.26676 3.54481 0
9 7.26069 3.96479 0
10 1.3275 -3.84762e-13 0
11 1.96479 1.37885 0
12 3.11859 2.41523 0
13 4.9369 3.396 0
14 6.75521 4.37678 0
15 0.885 -2.56508e-13 0
16 1.26519 0.708709 0
17 1.74643 1.38696 0
18 2.31562 2.0069 0
19 2.95219 2.54561 0
20 3.77657 3.1064 0
21 4.60096 3.66719 0
22 5.42535 4.22798 0
23 6.24973 4.78877 0
24 0.4425 -1.28254e-13 0
25 1.52806 1.39507 0
26 2.78579 2.67599 0
27 4.26502 3.93837 0
28 5.74426 5.20075 0
29 0 0 0
30 0.654847 0.701592 0
31 1.30969 1.40318 0
32 1.96454 2.10478 0
33 2.61939 2.80637 0
34 3.27424 3.50796 0
35 3.92908 4.20955 0
36 4.58393 4.91115 0
37 5.23878 5.61274 0
38 1.92656e-13 0.885 0
39 1.32496 2.04068 0
40 2.53575 3.36852 0
41 3.63453 4.69662 0
42 4.7333 6.02473 0
43 3.85313e-13 1.77 0
44 0.685337 2.17356 0
45 1.34022 2.67817 0
46 1.93678 3.27073 0
47 2.45212 3.93068 0
48 2.89605 4.55719 0
49 3.33997 5.1837 0
50 3.7839 5.8102 0
51 4.22783 6.43671 0
52 5.77969e-13 2.655 0
53 1.35548 3.31566 0
54 2.36848 4.49283 0
55 3.04542 5.67077 0
56 3.72235 6.8487 0
57 7.70625e-13 3.54 0
58 0.715826 3.64553 0
59 1.37074 3.95316 0
60 1.90902 4.43669 0
61 2.28485 5.05499 0
62 2.51786 5.60641 0
63 2.75086 6.15784 0
64 2.98387 6.70926 0
65 3.21687 7.26069 0
66 1.78701 -5.13016e-13 1.80314
67 2.20016 1.37074 1.80314
68 3.30199 2.28485 1.80314
69 5.28134 3.12123 1.80314
70 7.26069 3.95761 1.80314
71 0.893503 -2.56508e-13 1.80314
72 1.75538 1.38651 1.80314
73 2.96159 2.54471 1.80314
74 4.60656 3.66404 1.80314
75 6.25153 4.78338 1.80314
76 0 0 1.80314
77 1.31059 1.40229 1.80314
78 2.62119 2.80457 1.80314
79 3.93178 4.20686 1.80314
80 5.24237 5.60915 1.80314
81 3.85313e-13 1.7615 1.80314
82 1.34067 2.66922 1.80314
83 2.45302 3.92128 1.80314
84 3.34312 5.1781 1.80314
85 4.23322 6.43492 1.80314
86 7.70625e-13 3.52299 1.80314
87 1.37074 3.93615 1.80314
88 2.28485 5.03798 1.80314
89 2.75445 6.14933 1.80314
90 3.22406 7.26069 1.80314
91 1.83737 -5.13016e-13 3.60628
92 1.9429 0.715826 3.60628
93 2.25052 1.37074 3.60628
94 2.73405 1.90902 3.60628
95 3.35235 2.28485 3.60628
96 4.32944 2.69772 3.60628
97 5.30652 3.11059 3.60628
98 6.2836 3.52346 3.60628
99 7.26069 3.93633 3.60628
100 1.37802 -3.84762e-13 3.60628
101 2.0162 1.37796 3.60628
102 3.17089 2.41345 3.60628
103 4.96483 3.38266 3.60628
104 6.75877 4.35187 3.60628
105 0.918683 -2.56508e-13 3.60628
106 1.29976 0.70782 3.60628
107 1.78189 1.38518 3.60628
108 2.35197 2.00423 3.60628
109 2.98943 2.54205 3.60628
110 3.80628 3.09839 3.60628
111 4.62314 3.65473 3.60628
112 5.43999 4.21108 3.60628
113 6.25685 4.76742 3.60628
114 0.459342 -1.28254e-13 3.60628
115 1.54757 1.39241 3.60628
116 2.80797 2.67065 3.60628
117 4.28145 3.92681 3.60628
118 5.75493 5.18296 3.60628
119 0 0 3.60628
120 0.656627 0.699813 3.60628
121 1.31325 1.39963 3.60628
122 1.96988 2.09944 3.60628
123 2.62651 2.79925 3.60628
124 3.28313 3.49907 3.60628
125 3.93976 4.19888 3.60628
126 4.59639 4.89869 3.60628
127 5.25301 5.59851 3.60628
128 1.92656e-13 0.868158 3.60628
129 1.32763 2.02117 3.60628
130 2.54109 3.34634 3.60628
131 3.64609 4.6802 3.60628
132 4.75109 6.01405 3.60628
133 3.85313e-13 1.73632 3.60628
134 0.686226 2.13899 3.60628
135 1.342 2.64271 3.60628
136 1.93945 3.23438 3.60628
137 2.45568 3.89344 3.60628
138 2.90405 4.52748 3.60628
139 3.35243 5.16152 3.60628
140 3.8008 5.79556 3.60628
141 4.24918 6.4296 3.60628
142 5.77969e-13 2.60448 3.60628
143 1.35637 3.26425 3.60628
144 2.37026 4.44053 3.60628
145 3.05876 5.64283 3.60628
146 3.74726 6.84514 3.60628
147 7.70625e-13 3.47263 3.60628
148 0.715826 3.57817 3.60628
149 1.37074 3.88579 3.60628
150 1.90902 4.36932 3.60628
151 2.28485 4.98762 3.60628
152 2.52497 5.55589 3.60628
153 2.76509 6.12415 3.60628
154 3.00522 6.69242 3.60628
155 3.24534 7.26069 3.60628
156 1.91915 -5.13016e-13 5.40942
157 2.3323 1.37074 5.40942
158 3.43414 2.28485 5.40942
159 5.34741 3.09331 5.40942
160 7.26069 3.90177 5.40942
161 0.959575 -2.56508e-13 5.40942
162 1.82494 1.38302 5.40942
163 3.03464 2.53773 5.40942
164 4.65006 3.63961 5.40942
165 6.26549 4.7415 5.40942
166 0 0 5.40942
167 1.31757 1.39531 5.40942
168 2.63515 2.79061 5.40942
169 3.95272 4.18592 5.40942
170 5.27029 5.58123 5.40942
171 3.85313e-13 1.69543 5.40942
172 1.34416 2.59966 5.40942
173 2.46 3.84823 5.40942
174 3.36755 5.13459 5.40942
175 4.27509 6.42096 5.40942
176 7.70625e-13 3.39085 5.40942
177 1.37074 3.80401 5.40942
178 2.28485 4.90584 5.40942
179 2.78237 6.08326 5.40942
180 3.2799 7.26069 5.40942
181 2.02921 -5.13016e-13 7.21256
182 2.13474 0.715826 7.21256
183 2.44237 1.37074 7.21256
184 2.9259 1.90902 7.21256
185 3.5442 2.28485 7.21256
186 4.47332 2.67745 7.21256
187 5.40244 3.07006 7.21256
188 6.33156 3.46266 7.21256
189 7.26069 3.85526 7.21256
190 1.52191 -3.84762e-13 7.21256
191 2.16262 1.37543 7.21256
192 3.31984 2.40838 7.21256
193 5.04437 3.34466 7.21256
194 6.7689 4.28094 7.21256
195 1.01461 -2.56508e-13 7.21256
196 1.39822 0.705286 7.21256
197 1.88288 1.38012 7.21256
198 2.45549 1.99663 7.21256
199 3.09548 2.53192 7.21256
200 3.89089 3.07559 7.21256
201 4.6863 3.61927 7.21256
202 5.48171 4.16294 7.21256
203 6.27712 4.70662 7.21256
204 0.507303 -1.28254e-13 7.21256
205 1.60313 1.38481 7.21256
206 2.87113 2.65545 7.21256
207 4.32823 3.89387 7.21256
208 5.78533 5.1323 7.21256
209 0 0 7.21256
210 0.661693 0.694747 7.21256
211 1.32339 1.38949 7.21256
212 1.98508 2.08424 7.21256
213 2.64677 2.77899 7.21256
214 3.30847 3.47373 7.21256
215 3.97016 4.16848 7.21256
216 4.63185 4.86323 7.21256
217 5.29354 5.55797 7.21256
218 1.92656e-13 0.820197 7.21256
219 1.33522 1.96561 7.21256
220 2.55629 3.28318 7.21256
221 3.67903 4.63342 7.21256
222 4.80176 5.98365 7.21256
223 3.85313e-13 1.64039 7.21256
224 0.68876 2.04054 7.21256
225 1.34706 2.54172 7.21256
226 1.94705 3.13086 7.21256
227 2.46581 3.78738 7.21256
228 2.92685 4.44287 7.21256
229 3.38789 5.09836 7.21256
230 3.84893 5.75384 7.21256
231 4.30997 6.40933 7.21256
232 5.77969e-13 2.46059 7.21256
233 1.3589 3.11783 7.21256
234 2.37533 4.29158 7.21256
235 3.09676 5.56329 7.21256
236 3.81819 6.83501 7.21256
