0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.000   0.000   
0.001   0.002   
0.005   0.008   
0.011   0.018   
0.019   0.032   
0.030   0.049   
0.044   0.071   
0.060   0.097   
0.078   0.127   
0.099   0.161   
0.124   0.201   
0.139   0.226   
0.156   0.253   
0.174   0.282   
0.194   0.314   
0.215   0.348   
0.238   0.385   
0.262   0.425   
0.289   0.468   
0.318   0.515   
0.349   0.565   
0.387   0.627   
0.428   0.694   
0.473   0.766   
0.521   0.845   
0.573   0.930   
0.630   1.022   
0.691   1.121   
0.757   1.228   
0.829   1.343   
0.905   1.467   
0.995   1.614   
1.093   1.771   
1.197   1.941   
1.309   2.123   
1.429   2.317   
1.557   2.523   
1.692   2.743   
1.835   2.975   
1.986   3.219   
2.144   3.475   
2.322   3.764   
2.508   4.065   
2.700   4.377   
2.899   4.699   
3.102   5.029   
3.310   5.365   
3.519   5.705   
3.729   6.046   
3.939   6.386   
4.147   6.722   
4.477   7.258   
4.808   7.794   
5.135   8.324   
5.454   8.841   
5.761   9.339   
6.053   9.812   
6.326   10.256   
6.579   10.665   
6.809   11.038   
7.014   11.371   
7.130   11.559   
7.230   11.721   
7.315   11.859   
7.387   11.975   
7.445   12.069   
7.491   12.144   
7.527   12.202   
7.553   12.244   
7.569   12.271   
7.578   12.285   
7.601   12.322   
7.616   12.347   
7.624   12.360   
7.626   12.363   
7.622   12.356   
7.612   12.340   
7.598   12.317   
7.579   12.287   
7.557   12.251   
7.532   12.210   
7.520   12.191   
7.504   12.166   
7.485   12.135   
7.463   12.099   
7.439   12.059   
7.411   12.015   
7.381   11.966   
7.350   11.915   
7.316   11.860   
7.281   11.803   
7.257   11.765   
7.232   11.723   
7.204   11.679   
7.174   11.631   
7.143   11.580   
7.111   11.528   
7.077   11.473   
7.042   11.416   
7.006   11.358   
6.969   11.298   
6.941   11.253   
6.912   11.205   
6.882   11.156   
6.850   11.105   
6.817   11.052   
6.784   10.997   
6.749   10.942   
6.714   10.884   
6.678   10.826   
6.642   10.767   
6.612   10.720   
6.582   10.670   
6.551   10.620   
6.519   10.568   
6.486   10.515   
6.453   10.461   
6.419   10.406   
6.385   10.350   
6.350   10.294   
6.314   10.236   
6.254   10.139   
6.195   10.043   
6.137   9.949   
6.080   9.857   
6.024   9.766   
5.969   9.677   
5.915   9.589   
5.861   9.502   
5.809   9.417   
5.757   9.333   
5.653   9.164   
5.553   9.002   
5.456   8.845   
5.362   8.693   
5.272   8.546   
5.184   8.404   
5.099   8.267   
5.017   8.134   
4.938   8.005   
4.861   7.880   
4.786   7.759   
4.714   7.642   
4.644   7.528   
4.576   7.418   
4.509   7.310   
4.445   7.206   
4.382   7.104   
4.321   7.006   
4.262   6.910   
4.205   6.816   
4.148   6.725   
4.094   6.637   
4.041   6.550   
3.989   6.466   
3.938   6.384   
3.889   6.304   
3.841   6.226   
3.794   6.150   
3.748   6.076   
3.703   6.004   
3.660   5.933   
3.617   5.864   
3.575   5.796   
3.535   5.730   
3.495   5.666   
3.456   5.603   
3.418   5.541   
3.381   5.480   
3.344   5.421   
