0	0
0	0
-0.457219	91.2809
0.0487868	-99.3847
0.410599	-0.416725
0.150358	-95.2729
-0.787621	3.30816
0.597155	-40.1858
0.317034	53.2578
0.491527	-6.43612
0.280404	20.2034
-0.00274282	67.1112
-0.639667	-35.6667
-0.148481	29.9257
0.138801	65.0239
0.353059	55.7086
-0.605354	41.6654
0.188257	-72.3519
0.273305	-79.0416
-0.221164	53.291
-0.0952133	63.8821
0.1983	54.8168
-0.641705	-34.5991
-0.111831	-37.7887
-0.249377	-39.2122
0.561377	-66.6196
0.00577937	54.1926
0.132234	26.0902
0.184151	-128.077
0.342901	-33.6581
0.19124	-110.145
-0.451796	-3.92333
0.0365768	37.3827
-0.916	43.5441
-0.582279	-35.4429
0.223733	50.8889
0.235247	4.5714
-0.41988	-30.9637
-0.0458134	11.2508
0.696505	-49.2238
0.159967	90.1745
0.361801	-57.2091
0.270625	-84.7
0.356526	21.4084
-0.332782	46.8701
1.03426	-67.1542
-0.0262357	52.0194
-0.425826	106.137
-0.382894	14.985
-0.452297	117.841
-0.475225	111.376
-0.269951	86.5604
-0.631303	50.3807
0.959734	-39.9275
0.0774522	-6.99193
0.936157	-13.3437
0.346428	-1.99862
-1.05785	84.0046
0.592471	20.368
-0.52314	-25.4837
-0.0537901	-18.7895
-0.299093	-89.0364
0.591456	-122.247
-0.492531	41.113
0.267587	-94.7217
-0.389842	31.9159
-0.409382	-37.7102
-0.461565	11.6164
-0.424736	62.8902
0.946611	-32.0858
0.0670998	-2.00615
-0.575895	24.9123
0.491623	-94.1102
0.133915	49.8143
0.317938	23.4913
0.320308	69.0929
0.283442	-73.6266
0.765533	-81.2693
0.0612447	-14.1911
0.324243	19.9696
0.455815	-90.5338
0.291154	-25.8708
0.466614	-1.60009
-0.112726	-23.5457
0.737762	-90.3175
-0.107374	21.2819
-0.0481356	40.894
-0.789859	-9.2358
0.612233	-119.933
0.546335	-86.7359
0.05912	-38.3715
-0.363503	29.4018
-0.111883	-17.1892
0.023781	-37.6852
-0.0985104	-72.4457
-0.172351	-62.2429
-0.784977	-3.77175
-0.514883	33.1689
0.371064	-0.261217
-0.332473	126.054
-0.397034	29.8717
-0.144071	-15.8071
0.235327	-11.3769
0.863808	-131.17
-0.0397951	30.4796
-0.369416	-83.375
-0.47522	10.7473
-0.3827	87.1783
0.265245	-111.153
-0.155067	8.53146
-0.317268	28.8097
0.620842	5.82733
0.798608	-31.4656
-0.646746	80.2489
-0.971044	4.32202
-0.059965	22.1745
-0.950998	65.529
0.534827	-42.0714
-0.409008	84.6412
0.388241	-69.0175
0.456409	-86.725
-0.307116	35.112
-0.258014	53.3587
0.138101	52.9976
1.02402	-29.4252
